abs_link,title,er,loc,exp,post_date,ref_no,content
https://www.ctgoodjobs.hk/job/crm-manager-digital-data-analyst-ref-no-gphkad00139/05153126,CRM Manager / Digital Data Analyst (Ref No.: GPHK/AD/00139),German Pool (Hong Kong) Limited," Tokwawan

", 2-3 yr(s)," 2018-06-02

",Job ref no.: GPHK/AD/00139,"Responsibilities:. . Collect, measure, analyze, visualize and interpret of Digital Data. . Responsible for search engine marketing/optimization including account creation, content/creative, search advertising. . Manage and administer keyword research on SEO program/campaigns and provide recommendations for increasing search traffic. . Drive data tracking and evaluation of digital channels, provide recommendations for UX/UI improvements. . Monitor the performance of consumer engagement including awareness, brand interaction and conversion and usage behavior tracking. . Design, manage and maintain the CRM database. . Able to work independently and to lead the programs under minimal supervision and yet able to communicate effectively and work with other cross teams. . Requirements:. . Degree in Statistics, Mathematics, Computer Science, Marketing Science, Data Accessing & Manipulating or related quantitative fields. . 3 years or above experience in CRM or Digital Marketing or E-commerce. . Proven experience in data analysis or database management or equivalent. . Working experience in data manipulation and data processing is an advantage. . Good technical knowledge of big data tools -SAS, SQL…etc. . Positive work attitude, creative mindset and willing to take on new challenges. . We provide friendly and dynamic working environment to the right candidate.  Interested candidates are invited to send their full resume with expected salary to [via CTgoodjobs. Apply Now. ]. For more company details, please visit our website at. www.germanpool.com. German Pool (Hong Kong) Limited is an equal opportunity employer. It provides equal opportunity to all employees and applicants for employment in accordance with all applicable laws and regulations.. . All information collected will be used for recruitment purpose only.. "
https://www.ctgoodjobs.hk/job/e-commerce-administrator-ref-no-gphkad00019/05153124,E-Commerce Administrator (Ref No.: GPHK/AD/00019),German Pool (Hong Kong) Limited," Tokwawan

", 1-3 yr(s)," 2018-06-02

",Job ref no.: CT3113935-01#0094,". Responsibilities. :. . Responsible for online business on Home Appliance and Consumer Electronic products. . Responsible for all Ecommerce platforms' Administration support including new channels application, platforms account management, database management, content input and support, liaise with operations partners if any. . Develop and maintain a long-term relationship with vendors clients. . Use phone, instant messaging and email to provide fast response to customer enquiries on products, order status and after sales services. . Maintain websites and online channels to grow consumer usage, increase visitors, conversion rates and increase customers loyalty. . Support the development of marketing plans, strategies, presentations and online media / network platforms. . Work closely with marketing, design, sales and other units of the group to ensure timely delivery of projects events & company’s activities, as well as work for the growth of the organization. . . Requirements:. . Diploma or above in Marketing/PR/Business administration/Media/E-commerce or related disciplines. . Candidates with experience in Appliances / Life Style Products / Consumer Goods is highly preferred. . With experience in Sales Admin & Supporting, e-commerce or Online Retail environment will be an advantage. . Good written and spoken English, Cantonese and Mandarin. . Proficient in MS office (MS Word, Excel). . Immediate available is highly preferred. . We provide friendly and dynamic working environment to the right candidate.  Interested candidates are invited to send their full resume with expected salary to [via CTgoodjobs. Apply Now. ]. For more company details, please visit our website at. www.germanpool.com. German Pool (Hong Kong) Limited is an equal opportunity employer. It provides equal opportunity to all employees and applicants for employment in accordance with all applicable laws and regulations.. . All information collected will be used for recruitment purpose only.. "
https://www.ctgoodjobs.hk/job/project-sales-commercial-account-ref-no-gphkad00138/05153122,Project Sales (Commercial Account) (Ref No.: GPHK/AD/00138),German Pool (Hong Kong) Limited," -

", 2 yr(s)," 2018-06-02

",Job ref no.: CT3113935-01#0092,". Responsibilities:. . Communicate with contractors, subcontractors, suppliers, consultants, schools, hospitals and government authorities. . Responsible for project planning, execution and monitoring the progress of works. . Actively drive and manage the technology evaluation stage of the sales process, work in conjunction with the sales/commercial team as the key technical advisor and product advocate for our products. . Ensure proactive sales, customer relationship development by intensive customer visit, efficient processing of inquiries, offers and orders, follow up and cooperate with the contractors or consultants. . Provide technical assistance and product training/education regarding the installation, use, operation and maintenance of our products. . . Requirements:. . Diploma in Mechanical / Electrical / Electronic / Manufacturing Engineering / Science or other related Engineering disciplines. . 2 years or above Sales & Technical Experience in technical products / building materials / home appliances / sanitary products. . Solid project experience in dealing with developer, architect, contractor, sub-con, or interior designer etc.. . Strong presentation skills and logical thinking so that sales/ideas proposals can be well presented and adopted by customers. . Immediate available is highly preferred. . We provide friendly and dynamic working environment to the right candidate.  Interested candidates are invited to send their full resume with expected salary to. [via CTgoodjobs. Apply Now. ]. For more company details, please visit our website at. www.germanpool.com. German Pool (Hong Kong) Limited is an equal opportunity employer. It provides equal opportunity to all employees and applicants for employment in accordance with all applicable laws and regulations.. . All information collected will be used for recruitment purpose only.. "
https://www.ctgoodjobs.hk/job/sales-consultant-sales-executive-門市銷售顧問銷售員-ref-no-gphkad00157/05153123,Sales Consultant/ Sales Executive 門 市 銷 售 顧 問 / 銷 售 員 (Ref No. GPHK/AD/00157),German Pool Kitchen Equipment Limited 德 國 寶 廚 櫃 專 門 店," -

", 1 yr(s)," 2018-06-02

",Job ref no.: Ref No. GPHK/AD/00157,". 主要職責：. . 負責陳列室及訂造廚櫃傢俬的銷售工作. . 提供優質顧客服務. . 維持店舖日常運作、售後服務等. . 完成公司制定銷售目標. . . 入職要求：. . 具有二年或以上銷售傢俬/廚櫃或跟進裝修工程經驗者優先考慮. . 良好溝通及銷售技巧. . 工作積極主動，守時有禮及團隊精神. . 良好粵語, 具備基本英語及普通話溝通能力. . 能獨立與客戶跟進工程工作. . . 員工福利:. . 新人保證佣金. . 年終酬金. . 試用期滿表現良好再調整工資. . 底薪 + 優厚佣金. . 提供專業在職培訓. . 良好晉升機會. . 醫療津貼、員工購物優惠. . 有薪年假、婚假、恩恤假. . 工作地點: 香港/ 九龍. 工作時間: 每天工作9小時，輪休. We provide friendly and dynamic working environment to the right candidate.  Interested candidates are invited to send their full resume with expected salary to [via CTgoodjobs. Apply Now. ]. For more company details, please visit our website at. www.germanpool.com. German Pool (Hong Kong) Limited is an equal opportunity employer. It provides equal opportunity to all employees and applicants for employment in accordance with all applicable laws and regulations.. . All information collected will be used for recruitment purpose only.. "
https://www.ctgoodjobs.hk/job/企業傳訊副理經理-corporate-communications-asst-mgr-mgr/05151698,企 業 傳 訊 副 理 / 經 理 (Corporate Communications Asst Mgr / Mgr),Gold Partners (Asia) Asset Management Company Limited," Kowloon Bay

", 7 yr(s)," 2018-06-02

",Job ref no.: CT3115389-01#0032,". (具國內院校教育背景專才，或熟悉國內發展狀況及文化者優先考慮). . 職責：. . . 負責集團對內對外宣傳，統籌網站、企業季刊、微信公眾號等傳訊平台的更新及管理. . . 協助制定企業內部傳訊相關流程和監督. . . 通過提煉企業優秀範例等形式，將企業文化傳遞至各客戶及分公司. . . 負責收集、調研、匯總行業訊息及時事資訊，撰寫專題報告/深度文章. . . 協調對外媒體合作事務，草擬新聞稿，發佈企業關鍵訊息. . . 配合業務部門組織公司的對外品牌推廣等活動. . . 要求：. . . 大學或以上學歷，主修中文、新聞、傳訊、翻譯等相關專業優先. . . 7年以上相關工作經驗，. 優秀的中、英文寫作功底. . . 出色溝通協調能力，責任心強、處事成熟、具專業素養. . . 兩文三語，熟練操作MS Word，Excel，PowerPoint等辦公軟件. . . 能即時到職者優先考慮. . . Responsibilities:. . . Assist to formulate Group image and coordinate with external associations to build up communication channels. . . Coordinate with inter-departments / branches for design and production of integrated company materials. . . Write and edit bi-lingual company correspondence, newsletters, marketing materials , press releases, literatures and website updating. . . Collect information through press, internet, statistical publications and specialized articles on routine and project basis. . . Assist senior management in other ad-hoc projects. . . Requirements:. . . University graduate with major in communications, translation, marketing or related disciplines preferred. . . 7 years working experience in corporate communications, PR or copywriting for senior management of big corporations preferred. . . Proficient in Chinese copywriting, editing & translation skills. . . Outgoing, creative thinking, aggressive and strong business sense. . . Good PC skills (including MS PowerPoint and Excel) and Chinese word processing. . . Fluent in Mandarin is a must. . . Anytime available will be an advantage. . . . We offer competitive remuneration package with excellent career path. Interested applicants please fax your resume with present & expected salary to HR & Admin Department at 8161-6498 or click. Apply Now. underneath.. . For company information, please visit our website:. www.goldpartners.com.hk. . All information provided by applicants will be kept confidential and used for recruitment purposes only. The company will retain the information collected for a maximum period of 1 year and may refer suitable applicants to other vacancies within the Group."
https://www.ctgoodjobs.hk/job/recreation-officer/05151061,Recreation Officer,Goodwell Property Management Limited," -

", 3 yr(s)," 2018-06-02

",Job ref no.: GW/18/CT022,". •. Diploma in Recreation Management or related disciplines. . • At least 3 years' relevant experience in prestigious clubhouse, hotels or similar establishments. . • Outgoing personality, self-motivated, diligent and customer oriented. . • Good command of both written and spoken English and Chinese. . • Shift duty and work on weekends and Public Holidays is required. . Candidates with more experience will be considered as Senior Recreation Officer. We will offer attractive compensation package to the right candidate. Please send application enclosing resume stating career and salary history, expected salary and date of availability to. The Human Resources Manager, Goodwell Property Management Limited, 2/F New Treasure Centre, 10 Ng Fong Street, San Po Kong, Kowloon. or by email to [our mailbox through CTgoodjobs. Apply Now. ] (in Word format). Please quote the reference of the position you apply for in all correspondences.. . We are an equal opportunity employer and welcome applications from all qualified candidates. Personal data collected will be treated in strictest confidence and handled confidentially by authorized personnel for recruitment-related purposes within the Group. Applicants not hearing from us within six weeks from the date of advertisement may consider their applications unsuccessful.. (Our website :. http://www.goodwell.com.hk/. ). "
https://www.ctgoodjobs.hk/job/logistics-officer/05152948,Logistics Officer,Harvey Nichols (Hong Kong) Limited," Tai Kok Tsui

", 3-5 yr(s)," 2018-06-02

",Job ref no.: CT3115686-01#0063,". Responsibilities:. . . Order process and upload PO into MIS system;. . . Follow up and ensure shipping schedule to meet the department target;. . . Prepare full set of order processing and shipment report;. . . Assist buying team on order status inquiries and coordinate with sales team on the delivery requests;. . . Communicate with department for arranging order instruction, payment request form and coordinating with the oversea vendors for the shipment schedule;. . . Assist Logistics Supervisor to monitor the order processing and ensure shipment on schedule;. . . Establish a well leadership with internal team and build good working relationship with other departments for the day to day operation and reporting;. . . Review operation regularly and recommend improvement and action plan;. . . Supervise team members to support daily distribution and operations.. . . . Requirements. :. . . Bachelor Degree in Logistics, Supply Chain Management, or a related disciplines;. . . Minimum 3 years’ experience in order processing field;. . . Good communicator, persuasive with good inter-personal and negotiation skills;. . . Energetic, motivate, full of initiative, L/C knowledge is required and able to work independently and under pressure;. . . Well command of both spoken and written English and Chinese;. . . Proficient in Microsoft Office (e.g. Excel is must);. . . Good command of interpersonal and communication skills.. . . We offer excellent career prospects, competitive salary and fringe benefits to the right candidate. Please send your application with detailed resume quoting. Position Title. , with. date available. ,. current and expected salary. to:. . h r d _ h n @ h a r v e y n i c h o l s . c o m . h k. . We are an equal opportunity employer and welcome applications from all qualified candidates. Personal data provided by job applicants will be used strictly in accordance with our personal data policy and for recruitment purposes only. Candidates not notified within eight weeks may consider their application unsuccessful. All related information will be kept in our file for up to 24 months. A copy of our Personal Information Collection Statement will be provided upon request by contacting our Human Resources Division."
https://www.ctgoodjobs.hk/job/senior-software-engineer/05152165,Senior Software Engineer,HKC Technology Limited," Wong Chuk Hang

", 3-5 yr(s)," 2018-06-02

",Job ref no.: HKCT,"Responsibilities:. - Participate in specification, design and implementation review with peers. - Analyze technical requirements and build firmware module designs. - Software development and programming on AI Technology. - Write and review engineering design documentation and code review. - Design quality embedded system software for different new product systems. - Closely work with electronic engineers to design, platform bring up, debugging, and implement new functions/features of future smart home product range. - Deliver the firmware package per project development schedule. Requirement:. - Bachelor Degree or above in Computer Science or Electronics Engineering. -  3+ years working experience on Embedded/Firmware development and verification. - Strong skill set in embedded C language programming and debugging. - Proficient in embedded OS (embedded linux, Android etc.). - Strong at problem analyzing and solving.. - Understand firmware quality assurance, testing and validation methodology. - Responsible, self-initiated, professional ethic, fast learner and customer oriented. - Able to communicate with co-workers at technical and management level. - Good communication skills - both written and oral in English. . We offer good career prospects and remuneration package to the right candidates.. . . . . . Interested parties please send a detailed resume, current/expected salary and contact number to. [via CTgoodjobs. Apply Now. ]. , email subject: “. Application for Senior Software Engineer. "".. . . . . . . Data collected will be used for recruitment purpose only.. . . . "
https://www.ctgoodjobs.hk/job/software-engineer-web-developer/05152166,Software Engineer - Web Developer,HKC Technology Limited," Wong Chuk Hang

", 2-4 yr(s)," 2018-06-02

",Job ref no.: HKCT,". Job Duties and Responsibilities:. . . Full Time, Permanent. . . Use the latest technologies and development tools to build innovative products. . . Responsible for analyzing and implementing web development. . . Assist to collect and analyze user requirements. . . Assist to perform. unit. test and functional test. . . Prepare technical and support documentation.. . . Requirement:. . . HD or Degree in Computer Engineering or equivalent. . . Min 2 year solid experience in web development project. . . Proficiency in front-end-technologies such as HTML, CSS, JavaScript. . . Experience in Angular or React JS or Vue JS, SASS and JQuery. . . Experience in flow type, typescript is an advantage. . . Experience in es6, ASP.NET is an advantage. . . Experience working with REST APIs. . . Knowledge in Music is preferred.. . . Attractive salary package and fringe benefits will be offered to the successful candidate.. . Interested parties please click "". Apply Now. "" to send your resume and expected salary to. Human Resources Manager. . You will also have good chances of experiencing new technology and equipment.. . . . . . (Data collected will be used for recruitment purpose only). . . "
https://www.ctgoodjobs.hk/job/administration-officer-senior-administration-officer/05153045,Administration Officer/ Senior Administration Officer,HLB Hodgson Impey Cheng Limited," Central

", 3 yr(s)," 2018-06-02

",Job ref no.: CT3113187-01#0126,". Responsibilities. . Handle Admin related documents, announcements and reports. . Provide Office Administration support such as maintaining facilities and office equipment, office supplies and insurance administration. . Provide back up support on reception counter, such as handling incoming/outgoing mail & enquiry, greeting and serving guests, etc. . Carry out ad hoc projects as assigned. . . Requirements. . Degree or Diploma holder in Business Admin or related discipline. . Minimum  3 years' experience in handling Office Administration. . Good command of both written and spoken English and Chinese. . Initiative, detail-oriented and multi-tasking. . Good team player, well organised with strong interpersonal and communication skills, able to work independently. . Proficiency in MS Office and Chinese word processing. . Immediate available is highly preferred. . Candidates with more experience will be considered as Senior Administration Officer. . . We offer 5-day work week.  Interested parties please send your resume with expected salary and availability to the Human Resources Department,. HLB Hodgson Impey Cheng Limited, 31/F Gloucester Tower, The Landmark, 11 Pedder Street, Central, Hong Kong. or via email to [our mailbox through CTgoodjobs. Apply Now. ].. . . All personal data collected will be strictly kept confidential and for recruitment-related purpose only."
https://www.ctgoodjobs.hk/job/junior-secretary-clerk/05153044,Junior Secretary/ Clerk,HLB Hodgson Impey Cheng Limited," Central

", 0 yr(s)," 2018-06-02

",Job ref no.: CT3113187-01#0125,". Requirements. . . F.5 Education. . . Diploma in secretarial studies is preferred. . . Good command in English, Chinese and Putonghua. . . Proficient in MS Office and Chinese word processing. . . Fresh graduate will be considered. . . Immediate available is highly preferred. . . We offer 5 days work. Interested parties please send your resume with expected salary and availability to the. Human Resources Department, HLB Hodgson Impey Cheng Limited, 31/F, Gloucester Tower, The Landmark, 11 Pedder Street, Central, Hong Kong. or via email to [our mailbox through CTgoodjobs. Apply Now. ].. . Personal data collected will be used for recruitment purposes only."
https://www.ctgoodjobs.hk/job/audit-junior-semi-senior-senior/05153042,Audit Junior / Semi-Senior/ Senior,HLB Hodgson Impey Cheng Limited," Central

", 0-1 yr(s)," 2018-06-02

",Job ref no.: Audit,". Requirements. . . Bachelor degree holder (Major in Business Management / Accounting is an advantage but not essential). . . Fresh graduate will also be considered. . . Immediate available is preferred. . . We offer 5 days work. Interested parties please send your resume with expected salary and availability to the. Human Resources Department, HLB Hodgson Impey Cheng Limited, 31/F Gloucester Tower, The Landmark, 11 Pedder Street, Central, Hong Kong. or via email to [our mailbox through CTgoodjobs. Apply Now. ].. . Personal data collected will be used for recruitment purposes only."
https://www.ctgoodjobs.hk/job/field-service-technician-elv/05152230,Field Service Technician (ELV),Hong Kong Communications Company Limited," North Point

", 1-2 yr(s)," 2018-06-02

",Job ref no.: CT3113905-01#0094,". Responsibilities:. . Site Maintenance the ELV system.. . Provide firadvantagepport to users on hardware, software and network problems. . Perform regular tasks including system health checking and maintenance. . Work with hardware/software vendors to resolve relevant problems. . . Requirements:. . Certificate or equivalent in Electronics, Telecommunications, IT/ Computer Science or other related Engineering disciplines.. . Without relevant work experience accepted.. . On-the-job training will be provided. Experience in ELV system (PABX, AV, CCTV, Access Control or other Security System) is an advantage.. . At least 1-year relevant experience in IT deskside / PC support is an advantage. . Perform regular tasks including system health checking and maintenance. . Willing to work overtime and Night / Sat/ Sun/ Public Holiday Call Service which will be entitled to OT pay and special allowance. . Excellent interpersonal and communication skills with customer service focused mindset. . HK Permanent Resident is required. . Good communication and interpersonal skills. . . We offer good career prospects and remuneration package to the right candidates.. . . . . . Interested parties please send a detailed resume, current/expected salary and contact number to. [via CTgoodjobs. Apply Now. ]. , email subject: “. Application for Field Service Technician (ELV). "".. . . . . . . Data collected will be used for recruitment purpose only.. . . . "
https://www.ctgoodjobs.hk/job/sales-consultant/05152164,Sales Consultant,Hong Kong Communications Company Ltd.," Wong Chuk Hang

", 2-4 yr(s)," 2018-06-02

",Job ref no.: CT3113905-01#0091,". Responsibilities. . Deliver proactive account management to a portfolio of key Government and/or Commercial accounts. . Maintain healthy sales pipeline. . Meeting/exceeding monthly and quarterly quotas for both revenue and gross profit. . Plan and attend regular update meetings with the accounts. . Manage ad-hoc queries and enquiries generated by account portfolio. . Liaise with internal departments to ensure the promptness and customer satisfaction of delivery of projects. . Development of new clients. . Liaison with distributors and principal vendors. . Preparation of tender submission. . Managing all aspects of sales engagement from qualifying opportunities through leads and various channel partners to closing and account management. . Analyze customer’s business processes, assess their needs and identify effective solutions that deliver values. . Act as point of contact for customer at all levels which includes strategic project implementation, work scope agreement, project progress performance and wrap up. . Other duties as assigned by the Senior Sales Consultant. . . Requirements. . Degree/Diploma in Marketing, Business Management, Engineering, Computer Science/Information Technology, Information Science, or equivalent. . Minimum 1-2 years related experience in system integration business is preferred. . Familiarity with system integration, virtualization, enterprise back up, SAN, cyber-security and cloud computing technology will be an advantage. . Result-oriented with the ability to work independently and under pressure. . Proven work experience as a sales consultant. . Ability to gather and interpret data with organizational and analytical skills. . Excellent verbal and written communication skills. . Preferably with experience in handling of tender proposals and selling solutions including both hardware, software and/or tailored made system. . Understanding of RFID technology will be an added advantage. . Self-motivated to work independently, with team support, to close deals. . Flexibility to work long and unpredictable hours. . Ability to demonstrate ROI and high value-add to potential clients. . . We offer good career prospects and remuneration package to the right candidates.. . . . . . Interested parties please send a detailed resume, current/expected salary and contact number to. [via CTgoodjobs. Apply Now. ]. , email subject: “. Application for Sales Consultant. "".. . . . . . . Data collected will be used for recruitment purpose only.. . . . "
https://www.ctgoodjobs.hk/job/高級維修技工油漆、泥水及木工葵涌/05151196,高 級 維 修 技 工 (油 漆 、 泥 水 及 木 工 ) -  葵 涌,Hong Kong Housing Society," Kwai Chung

", 2-7 yr(s)," 2018-06-02

",Job ref no.: Tech - Kwai Chung,". 職 務. . 負責屋苑內的各項維修及保養事宜；. . 定期檢查各項裝置，以確保操作正常，並於需要時進行緊急搶修；. . 協助監管外判承辦商,如清潔、保安及維修工作等並於需要時採取適當行動，有相關經驗者優先考慮。. . . 資 歷. . 具二年或以上相關工作經驗，包括：油漆 / 泥水木工 / 小五金及土建經驗;. . 持有效建造業工人註冊證，並須持有相關之註冊小型工程項目證書. . 能操流利粵語及書寫簡單中文報告；. . 如有需要，需輪班工作。. . 申請人亦可附上個人之詳細履歷經下列途徑申請上述職位：. . 網上申請：. http://www.hkhs.com/online.recruit. . 寄. 香港銅鑼灣告士打道二百八十號世界貿易中心二十九樓，香港房屋協會人力資源經理收. 。(請於信封及信件上註明""機密 文件""及有關參考編號). . 圖文傳真：. 28824466. (傳真號碼只供申請職位之用). . 合資格之申請者將於八星期內接獲通知接見。. . 歡迎瀏覽香港房屋協會網頁. www.hkhs.com. 。. . 房協將會根據其個人資料政策的規定，於聘用上述及房協其他合適職 位空缺時使用求職者的個人資料以作參考之用。政策已列載於房協網 頁，亦歡迎申請人來函索取政策副本。當有關招聘過程完成後，落選者的個人資料將於六個月內被銷毀。"
https://www.ctgoodjobs.hk/job/registered-nurse-north-point-apn-shift/05151188,Registered Nurse (North Point) (APN Shift),Hong Kong Housing Society," North Point

", 5-10 yr(s)," 2018-06-02

",Job ref no.: RN-TTH,". The Job:. . Coordinate, implement and evaluate health care policies and nursing protocols; infection control procedures; reporting and handling epidemic outbreak of infectious disease for the operation of the respective Residential Care Home for the Elderly or Day Care Centre or Home Care Support Services.. . Assist Nursing Manager to oversee and monitor the health care and service standards provided to residents as well as staff supervision including duty roster, training and performance monitoring;. . Maintain and carry out integrity of drug and medical equipment stock; coordinate and arrange different allied healthcare professionals to design and provide services according to resident’s care needs, etc.. . Participate and supervise nursing routines and on-going monitoring of the individual care plan for residents.. . Coordinate pre-admission logistics including visits and preparation of the facilities allocation for admission.. . Manage emergency call and provide home care support services; handle enquiries, feedback and complaints from stakeholders.. . Shift and on call duties are required.. . . The Person:. . 5 passes in HKCEE, including English (Syl. B) and Chinese Language OR 5 subjects obtained Level 2 or above in HKDSEE, including English and Chinese.. . Valid practicing certificate (RN) issued by the Nursing Council of Hong Kong. Certificate of Infection Control and Gerontology preferred.. . Minimum 5 years relevant working experience in residential elderly services including 3 years at management position preferred.. . Attractive remuneration package will be offered to suitable candidates. To apply, please send your application with full resume and reference quoted to. Human Resources Manager. by fax:. 2882 4466. or through online application:. http://www.hkhs.com/online.recruit. Applicants not invited for interview within 8 weeks may consider their applications unsuccessful.. You are welcome to visit our website. www.hkhs.com. to learn more about us.. Personal data provided by job applicants will be used strictly in accordance with the Housing Society's personal data policies which is available in our website and obtainable upon request. Applicants may be considered for other suitable positions within the Housing Society and all personal data of unsuccessful candidates will be destroyed within 6 months upon completion of the relevant recruitment exercises."
https://www.ctgoodjobs.hk/job/officer-property-management-estate/05151184,Officer (Property Management)-Estate,Hong Kong Housing Society," -

", 2-7 yr(s)," 2018-06-02

",Job ref no.: O(PM)-Estate,". The Job:. . Provide value-added property management services and maintain excellent relations with tenants / owners.. . Administer tenancy issues and ensure compliance with tenancy regulations and Deed of Mutual Covenant Clauses.. . Identify areas requiring preventive or remedial actions in respect of cleaning, repairs and security; liaise with relevant parties and monitor the implementation of such actions.. . . The Person:. . 5 passes in HKCEE, including English (Syl. B) and Chinese language or above with minimum 2 year's relevant experience in property management.. . Good service concept, strong communication and interpersonal skills.. . Attractive remuneration package will be offered to suitable candidates. To apply, please send your application with full resume and reference quoted to. Human Resources Manager. by fax:. 2882 4466. or through online application:. http://www.hkhs.com/online.recruit. Applicants not invited for interview within 8 weeks may consider their applications unsuccessful.. You are welcome to visit our website. www.hkhs.com. to learn more about us.. . Personal data provided by job applicants will be used strictly in accordance with the Housing Society's personal data policies which is available in our website and obtainable upon request. Applicants may be considered for other suitable positions within the Housing Society and all personal data of unsuccessful candidates will be destroyed within 6 months upon completion of the relevant recruitment exercises."
https://www.ctgoodjobs.hk/job/customer-services-officer-contract-vbas-north-point-shatin/05151183,Customer Services Officer (Contract)-VBAS (North Point / Shatin),Hong Kong Housing Society," 2 Locations

", 1-2 yr(s)," 2018-06-02

",Job ref no.: CT3115740-01#0092,". The Job:. . Responsible for the co-ordination work of Voluntary Building Assessment Scheme Project, follow up the progress and co-ordinate with different parties.. . Provide customer services and handle enquiries/complaints from tenants/owners.. . Perform administrative duties at the management office.. . Organise in-door / out-door activities & interest classes for the residents to promote customer relationship preferable in Property Management field.. . . The Person:. . Matriculated OR 5 subjects obtained Level 3 or above in HKDSEE, including English and Chinese with min. 1-2 years' experience in customer services in Property Management industry OR Degree/Diploma holders with relevant experience.. . Experience in Property Management industry is a must.. . Strong communication and interpersonal skills.. . PC application including Microsoft Word, Excel, PowerPoint, and Chinese Word Processing.. . Attractive remuneration package will be offered to suitable candidates. To apply, please send your application with full resume and reference quoted to. Human Resources Manager. by fax:. 2882 4466. or through online application:. http://www.hkhs.com/online.recruit. Applicants not invited for interview within 8 weeks may consider their applications unsuccessful.. You are welcome to visit our website. www.hkhs.com. to learn more about us.. . Personal data provided by job applicants will be used strictly in accordance with the Housing Society's personal data policies which is available in our website and obtainable upon request. Applicants may be considered for other suitable positions within the Housing Society and all personal data of unsuccessful candidates will be destroyed within 6 months upon completion of the relevant recruitment exercises."
https://www.ctgoodjobs.hk/job/temporary-customer-services-officer-leasing8-month/05151175,Temporary Customer Services Officer (Leasing)(8-Month),Hong Kong Housing Society," -

", -," 2018-06-02

",Job ref no.: CT3115740-01#0091,". The Job:. . Provide support on the mass-intake/events/campaigns to be held during the project launch.. . Handle customer visits, enquiries, bookings and complaints to ensure that all customers are well served in a timely, courteous and professional manner.. . Comply with all services requirements as well as guidelines and operating procedures.. . Perform data input, reporting and provide clerical support.. . Undertake any other duties assigned by supervisor.. . . The Person:. . Diploma holder or above.. . Relevant experience in customer services is preferred.. . Strong common sense, interpersonal and communication skills.. . Able to work independently and interested in communicating with elderly people.. . Good command of both written and spoken English and Chinese.. . Knowledge of MS Windows application, including Word, Excel, PowerPoint and Chinese Word Processing.. . Attractive remuneration package will be offered to suitable candidates. To apply, please send your application with full resume and reference quoted to. Human Resources Manager. by fax:. 2882 4466. or through online application:. http://www.hkhs.com/online.recruit. Applicants not invited for interview within 8 weeks may consider their applications unsuccessful.. You are welcome to visit our website. www.hkhs.com. to learn more about us.. . Personal data provided by job applicants will be used strictly in accordance with the Housing Society's personal data policies which is available in our website and obtainable upon request. Applicants may be considered for other suitable positions within the Housing Society and all personal data of unsuccessful candidates will be destroyed within 6 months upon completion of the relevant recruitment exercises."
https://www.ctgoodjobs.hk/job/復康助理–北角區/05151159,復 康 助 理 – 北 角 區,Hong Kong Housing Society," North Point

", 2-7 yr(s)," 2018-06-02

",Job ref no.: RA-TTH,". 職 務. . 協助物理治療師及職業治療師向服務使用者安排復康運動、健康教育、個別評估、小組活動及外展服務。. . . 資 歷. . 中三或以上程度, 持有復康助理証書。. . 兩年或以上老人服務工作經驗及持有有效急救証書者優先。. . 具良好中文書寫及溝通能力。. . 申請人亦可附上個人之詳細履歷經下列途徑申請上述職位：. . 網上申請：. http://www.hkhs.com/online.recruit. . . 寄香港銅鑼灣告士打道二百八十號世界貿易中心二十九樓，香港房屋協會人力資源經理收. 。(請於信封及信件上註明""機密 文件""及有關參考編號). . 圖文傳真：. 28824466. (傳真號碼只供申請職位之用). . 合資格之申請者將於八星期內接獲通知接見。. . 歡迎瀏覽香港房屋協會網頁. www.hkhs.com. 。. . 房協將會根據其個人資料政策的規定，於聘用上述及房協其他合適職 位空缺時使用求職者的個人資料以作參考之用。政策已列載於房協網 頁，亦歡迎申請人來函索取政策副本。當有關招聘過程完成後，落選者的個人資料將於六個月內被銷毀。"
